timestamp,heart_rate
2026-03-29T12:16:40.447874,76
2026-03-29T12:16:40.947084,76
2026-03-29T12:16:41.445699,76
2026-03-29T12:16:41.944337,76
2026-03-29T12:16:42.443017,76
2026-03-29T12:16:42.941809,75
2026-03-29T12:16:43.440808,74
2026-03-29T12:16:43.939514,74
2026-03-29T12:16:44.438279,74
2026-03-29T12:16:44.937049,74
2026-03-29T12:16:45.435823,74
2026-03-29T12:16:45.934593,74
2026-03-29T12:16:46.433349,74
2026-03-29T12:16:47.430907,74
2026-03-29T12:16:47.431470,75
2026-03-29T12:16:47.929700,76
2026-03-29T12:16:48.428478,76
2026-03-29T12:16:49.426032,76
2026-03-29T12:16:49.426978,78
2026-03-29T12:16:49.924795,78
2026-03-29T12:16:50.423574,79
2026-03-29T12:16:50.922410,79
2026-03-29T12:16:51.421136,79
2026-03-29T12:16:52.418608,79
2026-03-29T12:16:52.917370,79
2026-03-29T12:16:52.918379,79
2026-03-29T12:16:53.416117,79
2026-03-29T12:16:53.914893,79
2026-03-29T12:16:54.413618,78
2026-03-29T12:16:55.411275,78
2026-03-29T12:16:55.412111,77
2026-03-29T12:16:55.909972,77
2026-03-29T12:16:56.408758,77
2026-03-29T12:16:56.907497,75
2026-03-29T12:16:57.406257,75
2026-03-29T12:16:57.905039,73
2026-03-29T12:16:58.403783,73
2026-03-29T12:16:58.902581,73
2026-03-29T12:16:59.401319,73
2026-03-29T12:16:59.900124,73
2026-03-29T12:17:00.398838,73
2026-03-29T12:17:01.396475,73
2026-03-29T12:17:01.397629,73
2026-03-29T12:17:01.895189,73
2026-03-29T12:17:02.393913,73
2026-03-29T12:17:02.892744,73
2026-03-29T12:17:03.391559,74
2026-03-29T12:17:03.890250,75
2026-03-29T12:17:04.389005,75
2026-03-29T12:17:04.887778,75
2026-03-29T12:17:05.386516,76
2026-03-29T12:17:05.885328,76
2026-03-29T12:17:06.384031,77
2026-03-29T12:17:06.882898,77
2026-03-29T12:17:07.381662,78
2026-03-29T12:17:07.880417,78
2026-03-29T12:17:08.379117,79
2026-03-29T12:17:08.877927,80
2026-03-29T12:17:09.376724,80
2026-03-29T12:17:09.875448,80
2026-03-29T12:17:10.374195,80
2026-03-29T12:17:10.873019,80
2026-03-29T12:17:11.371824,81
2026-03-29T12:17:11.870527,81
