timestamp,label,temp,emg_raw,emg_env,emg_state,ax,ay,az,hr
2026-04-11 22:42:27.486840,intense,34.13,204.0,139.0,1.0,-2100.0,15168.0,11452.0,96
2026-04-11 22:42:28.524582,intense,34.13,115.0,148.0,1.0,8956.0,7436.0,19288.0,96
2026-04-11 22:42:29.562320,intense,34.13,45.0,108.0,1.0,-2124.0,3428.0,17512.0,95
2026-04-11 22:42:30.598898,intense,34.13,143.0,66.0,1.0,1284.0,5792.0,11504.0,95
2026-04-11 22:42:31.635503,intense,34.13,57.0,60.0,1.0,7676.0,2232.0,29784.0,95
2026-04-11 22:42:32.670840,intense,34.06,97.0,38.0,1.0,5464.0,6044.0,30412.0,96
2026-04-11 22:42:33.708830,intense,34.13,76.0,30.0,1.0,-4684.0,11456.0,13116.0,97
2026-04-11 22:42:34.744299,intense,34.13,61.0,28.0,1.0,-340.0,5564.0,6592.0,99
2026-04-11 22:42:35.780953,intense,34.06,155.0,30.0,1.0,-4092.0,8172.0,9608.0,102
2026-04-11 22:42:36.818987,intense,34.06,117.0,41.0,1.0,-1280.0,7620.0,10936.0,105
2026-04-11 22:42:37.856826,intense,34.06,292.0,80.0,1.0,11064.0,5956.0,23048.0,110
2026-04-11 22:42:38.892080,intense,34.06,59.0,77.0,1.0,-504.0,8788.0,14128.0,113
2026-04-11 22:42:39.928673,intense,34.06,64.0,77.0,1.0,3356.0,9272.0,11628.0,114
2026-04-11 22:42:40.964043,intense,34.06,73.0,61.0,1.0,2076.0,2332.0,12280.0,115
2026-04-11 22:42:42.000657,intense,34.13,84.0,54.0,1.0,4240.0,7412.0,16044.0,115
2026-04-11 22:42:43.037380,intense,34.06,162.0,28.0,1.0,3264.0,7488.0,11284.0,115
2026-04-11 22:42:44.073959,intense,34.06,140.0,44.0,1.0,-4512.0,2596.0,9244.0,116
2026-04-11 22:42:45.109264,intense,34.06,83.0,48.0,1.0,4492.0,1152.0,16200.0,117
2026-04-11 22:42:46.144519,intense,34.06,42.0,49.0,1.0,-128.0,2212.0,9424.0,118
2026-04-11 22:42:47.179975,intense,34.06,48.0,47.0,1.0,-2176.0,4176.0,9948.0,118
2026-04-11 22:42:48.217928,intense,34.06,127.0,40.0,1.0,3464.0,4960.0,12792.0,120
2026-04-11 22:42:49.253232,intense,34.06,96.0,31.0,1.0,1476.0,5052.0,11132.0,120
2026-04-11 22:42:50.291184,intense,34.06,185.0,51.0,1.0,-196.0,16000.0,13468.0,120
2026-04-11 22:42:51.325061,intense,34.06,48.0,50.0,1.0,992.0,860.0,12720.0,120
2026-04-11 22:42:52.361851,intense,34.0,108.0,57.0,1.0,1908.0,3876.0,10780.0,121
2026-04-11 22:42:53.399726,intense,34.06,52.0,45.0,1.0,-3916.0,4164.0,13824.0,122
2026-04-11 22:42:54.436344,intense,34.0,46.0,41.0,1.0,3592.0,10188.0,12972.0,122
2026-04-11 22:42:55.470302,intense,34.0,50.0,18.0,0.0,2088.0,5464.0,8052.0,124
2026-04-11 22:42:56.509715,intense,34.0,813.0,166.0,1.0,4252.0,12672.0,22560.0,125
2026-04-11 22:42:57.547413,intense,34.0,67.0,158.0,1.0,-3448.0,3204.0,8492.0,126
2026-04-11 22:42:58.584051,intense,33.94,41.0,160.0,1.0,6448.0,9688.0,19892.0,127
2026-04-11 22:42:59.620899,intense,33.94,155.0,176.0,1.0,104.0,1156.0,15960.0,128
2026-04-11 22:43:00.657330,intense,33.94,55.0,175.0,1.0,-1128.0,9048.0,8516.0,130
2026-04-11 22:43:01.692400,intense,33.94,58.0,25.0,1.0,1476.0,3232.0,7036.0,132
2026-04-11 22:43:02.726505,intense,33.94,62.0,24.0,1.0,900.0,8528.0,16816.0,134
