timestamp,label,temp,emg_raw,emg_env,emg_state,ax,ay,az,hr
2026-04-11 22:32:21.863340,intense,34.56,196.0,38.0,1.0,-1188.0,9708.0,12096.0,108
2026-04-11 22:32:22.902507,intense,34.56,505.0,124.0,1.0,-7064.0,13756.0,9612.0,108
2026-04-11 22:32:23.938958,intense,34.5,97.0,130.0,1.0,-388.0,7004.0,11764.0,108
2026-04-11 22:32:24.978185,intense,34.56,222.0,157.0,1.0,-7904.0,12104.0,7640.0,107
2026-04-11 22:32:26.015965,intense,34.5,251.0,194.0,1.0,-920.0,5664.0,10092.0,106
2026-04-11 22:32:27.053821,intense,34.56,47.0,169.0,1.0,-1400.0,9196.0,13456.0,106
2026-04-11 22:32:28.094285,intense,34.56,243.0,117.0,1.0,-4376.0,11000.0,11504.0,104
2026-04-11 22:32:29.132020,intense,34.56,104.0,118.0,1.0,-1140.0,5988.0,9468.0,101
2026-04-11 22:32:30.171210,intense,34.56,623.0,198.0,1.0,-8804.0,12980.0,8868.0,101
2026-04-11 22:32:31.208940,intense,34.56,42.0,164.0,1.0,-2444.0,5456.0,10320.0,100
2026-04-11 22:32:32.248120,intense,34.5,494.0,248.0,1.0,-9284.0,14120.0,8616.0,100
2026-04-11 22:32:33.285892,intense,34.5,47.0,214.0,1.0,-2292.0,5716.0,11988.0,101
2026-04-11 22:32:34.325093,intense,34.5,261.0,245.0,1.0,-9108.0,12468.0,7376.0,101
2026-04-11 22:32:35.362844,intense,34.5,41.0,137.0,1.0,-1240.0,8136.0,13068.0,103
2026-04-11 22:32:36.402004,intense,34.56,414.0,204.0,1.0,-8692.0,11160.0,8104.0,105
2026-04-11 22:32:37.438489,intense,34.5,49.0,119.0,1.0,-2816.0,4980.0,9980.0,108
2026-04-11 22:32:38.476376,intense,34.5,91.0,123.0,1.0,-3720.0,8632.0,16704.0,109
2026-04-11 22:32:39.512851,intense,34.5,40.0,87.0,1.0,-2976.0,6788.0,9592.0,109
2026-04-11 22:32:40.549550,intense,34.5,119.0,95.0,1.0,-1136.0,6960.0,8776.0,109
2026-04-11 22:32:41.590073,intense,34.56,449.0,102.0,1.0,-11572.0,11632.0,9668.0,109
2026-04-11 22:32:42.626642,intense,34.5,52.0,101.0,1.0,-104.0,7756.0,13496.0,110
2026-04-11 22:32:43.665718,intense,34.5,616.0,206.0,1.0,-7884.0,11888.0,8400.0,110
2026-04-11 22:32:44.702168,intense,34.5,69.0,204.0,1.0,-984.0,6536.0,13316.0,110
2026-04-11 22:32:45.741628,intense,34.5,277.0,235.0,1.0,-6284.0,11172.0,8872.0,112
2026-04-11 22:32:46.778058,intense,34.5,62.0,158.0,1.0,-3416.0,4688.0,9528.0,113
2026-04-11 22:32:47.816647,intense,34.5,450.0,234.0,1.0,-3752.0,8016.0,16220.0,114
2026-04-11 22:32:48.855773,intense,34.5,235.0,158.0,1.0,-5276.0,11716.0,13068.0,115
2026-04-11 22:32:49.894820,intense,34.5,41.0,160.0,1.0,-1736.0,5656.0,14060.0,115
2026-04-11 22:32:50.932692,intense,34.5,229.0,151.0,1.0,-8012.0,11588.0,9776.0,116
2026-04-11 22:32:51.970865,intense,34.5,52.0,152.0,1.0,-300.0,6800.0,13344.0,117
2026-04-11 22:32:53.010140,intense,34.5,222.0,106.0,1.0,-5964.0,11020.0,10876.0,117
2026-04-11 22:32:54.046482,intense,34.5,54.0,72.0,1.0,-3040.0,4680.0,8788.0,117
2026-04-11 22:32:55.083156,intense,34.5,46.0,71.0,1.0,-2192.0,4512.0,10088.0,117
2026-04-11 22:32:56.122373,intense,34.5,686.0,163.0,1.0,-9760.0,12304.0,9672.0,118
2026-04-11 22:32:57.157531,intense,34.5,60.0,161.0,1.0,760.0,8480.0,13876.0,117
2026-04-11 22:32:58.196853,intense,34.5,46.0,132.0,1.0,-7300.0,11232.0,10944.0,117
2026-04-11 22:32:59.233354,intense,34.5,43.0,134.0,1.0,-6732.0,1796.0,8160.0,117
2026-04-11 22:33:00.271148,intense,34.5,90.0,137.0,1.0,-1324.0,6340.0,7948.0,117
2026-04-11 22:33:01.309199,intense,34.5,208.0,41.0,1.0,-8904.0,11296.0,11784.0,117
2026-04-11 22:33:02.344227,intense,34.5,60.0,41.0,1.0,200.0,6872.0,13620.0,117
2026-04-11 22:33:03.383599,intense,34.5,149.0,56.0,1.0,-10328.0,13384.0,9044.0,119
2026-04-11 22:33:04.420051,intense,34.5,60.0,53.0,1.0,-2020.0,7780.0,12912.0,120
2026-04-11 22:33:05.456675,intense,34.5,124.0,60.0,1.0,-4608.0,5036.0,9832.0,121
2026-04-11 22:33:06.494526,intense,34.5,54.0,31.0,1.0,-6080.0,8708.0,10748.0,121
2026-04-11 22:33:07.529784,intense,34.5,59.0,32.0,1.0,-960.0,7060.0,12916.0,122
2026-04-11 22:33:08.570425,intense,34.5,720.0,146.0,1.0,-10104.0,11012.0,8284.0,123
2026-04-11 22:33:09.609498,intense,34.5,174.0,169.0,1.0,-1060.0,7028.0,12908.0,122
2026-04-11 22:33:10.648538,intense,34.5,421.0,228.0,1.0,-7340.0,12060.0,11160.0,123
2026-04-11 22:33:11.686250,intense,34.5,88.0,232.0,1.0,-1600.0,7300.0,12168.0,122
2026-04-11 22:33:12.725395,intense,34.5,384.0,297.0,1.0,-5508.0,8468.0,9716.0,121
2026-04-11 22:33:13.761983,intense,34.5,56.0,166.0,1.0,-3284.0,5328.0,9500.0,121
2026-04-11 22:33:14.799894,intense,34.5,41.0,147.0,1.0,-1840.0,5800.0,10036.0,121
2026-04-11 22:33:15.840449,intense,34.5,194.0,101.0,1.0,-10284.0,10200.0,10340.0,122
2026-04-11 22:33:16.878076,intense,34.5,57.0,96.0,1.0,-1204.0,5816.0,13308.0,123
2026-04-11 22:33:17.917419,intense,34.5,226.0,65.0,1.0,-11116.0,11076.0,11704.0,124
2026-04-11 22:33:18.953759,intense,34.5,43.0,67.0,1.0,-1884.0,6208.0,12852.0,125
2026-04-11 22:33:19.992987,intense,34.5,200.0,92.0,1.0,-5032.0,10732.0,11728.0,126
2026-04-11 22:33:21.030709,intense,34.5,170.0,87.0,1.0,-1548.0,5584.0,9992.0,126
2026-04-11 22:33:22.065986,intense,34.5,46.0,89.0,1.0,-2232.0,3968.0,8260.0,126
2026-04-11 22:33:23.107935,intense,34.5,289.0,102.0,1.0,-10108.0,10416.0,10224.0,127
2026-04-11 22:33:24.144288,intense,34.44,70.0,100.0,1.0,-196.0,6984.0,13472.0,126
2026-04-11 22:33:25.180876,intense,34.5,87.0,78.0,1.0,-7680.0,11492.0,9588.0,127
2026-04-11 22:33:26.217535,intense,34.44,102.0,64.0,1.0,-5080.0,5924.0,9980.0,126
2026-04-11 22:33:27.254096,intense,34.5,71.0,63.0,1.0,-2504.0,5008.0,10180.0,126
